areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
nation,England,E92000001,2020-04-26,560,23597
nation,England,E92000001,2020-04-25,555,23037
nation,England,E92000001,2020-04-24,603,22482
nation,England,E92000001,2020-04-23,595,21879
nation,England,E92000001,2020-04-22,643,21284
nation,England,E92000001,2020-04-21,651,20641
nation,England,E92000001,2020-04-20,685,19990
nation,England,E92000001,2020-04-19,689,19305
nation,England,E92000001,2020-04-18,706,18616
nation,England,E92000001,2020-04-17,742,17910
nation,England,E92000001,2020-04-16,754,17168
nation,England,E92000001,2020-04-15,782,16414
nation,England,E92000001,2020-04-14,770,15632
nation,England,E92000001,2020-04-13,805,14862
nation,England,E92000001,2020-04-12,857,14057
nation,England,E92000001,2020-04-11,864,13200
nation,England,E92000001,2020-04-10,850,12336
nation,England,E92000001,2020-04-09,876,11486
nation,England,E92000001,2020-04-08,977,10610
nation,England,E92000001,2020-04-07,909,9633
nation,England,E92000001,2020-04-06,806,8724
nation,England,E92000001,2020-04-05,829,7918
nation,England,E92000001,2020-04-04,839,7089
nation,England,E92000001,2020-04-03,743,6250
nation,England,E92000001,2020-04-02,732,5507
nation,England,E92000001,2020-04-01,698,4775
nation,England,E92000001,2020-03-31,604,4077
nation,England,E92000001,2020-03-30,540,3473
nation,England,E92000001,2020-03-29,464,2933
nation,England,E92000001,2020-03-28,384,2469
nation,England,E92000001,2020-03-27,374,2085
nation,England,E92000001,2020-03-26,338,1711
nation,England,E92000001,2020-03-25,278,1373
nation,England,E92000001,2020-03-24,219,1095
nation,England,E92000001,2020-03-23,173,876
nation,England,E92000001,2020-03-22,153,703
nation,England,E92000001,2020-03-21,116,550
nation,England,E92000001,2020-03-20,102,434
nation,England,E92000001,2020-03-19,66,332
nation,England,E92000001,2020-03-18,67,266
nation,England,E92000001,2020-03-17,51,199
nation,England,E92000001,2020-03-16,43,148
nation,England,E92000001,2020-03-15,32,105
nation,England,E92000001,2020-03-14,20,73
nation,England,E92000001,2020-03-13,16,53
nation,England,E92000001,2020-03-12,12,37
nation,England,E92000001,2020-03-11,8,25
nation,England,E92000001,2020-03-10,3,17
nation,England,E92000001,2020-03-09,5,14
nation,England,E92000001,2020-03-08,3,9
nation,England,E92000001,2020-03-07,0,6
nation,England,E92000001,2020-03-06,0,6
nation,England,E92000001,2020-03-05,3,6
nation,England,E92000001,2020-03-04,0,3
nation,England,E92000001,2020-03-03,2,3
nation,England,E92000001,2020-03-02,1,1
